"Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LandContour","Neighborhood","BldgType","HouseStyle","OverallQual","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","TotalBsmtSF","HeatingQC","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","PavedDrive","SaleType","SalePrice","YrDiffSoldBuilt","YrDiffRemodBlt","YrDiffSoldRemod","X2ndFlrYN","TotalBath","HalfBathYN","YrDiffGarageBlt","FrontAreaSF"
1096,20,"RL",78,9317,"IR1","Lvl","D","A","B","6","D","C","None",0,"Gd","A","Gd","No","A",24,1314,"Good","A",1314,0,1314,2,3,"Gd","6","Yes","Attchd","RFn",2,"440","Paved","B",176432,1,0,1,"No",2,"No",0,22
1097,70,"RH",60,6882,"Reg","Lvl","A","A","C","6","B","B","None",0,"TA","A","TA","No","B",0,684,"Good","A",773,582,1355,1,3,"Gd","7","No","No Garage","No Garage",0,"0","Paved","B",127000,93,92,1,"Yes",1.5,"Yes",46,251
1098,120,"RL",41,3696,"Reg","Lvl","F","B","B","8","B","B","None",0,"Gd","B","Gd","No","B",0,1074,"Excellent","A",1088,0,1088,1,2,"Gd","5","No","Attchd","RFn",2,"461","Paved","B",170000,21,0,21,"No",1.5,"Yes",1,211
1099,50,"RH",50,6000,"Reg","Lvl","B","A","A","4","B","B","None",0,"TA","B","TA","No","B",672,672,"Good","A",757,567,1324,1,3,"TA","6","No","Detchd","Unf",1,"240","Paved","B",128000,73,14,59,"Yes",1,"No",0,0
1100,20,"RL",82,11880,"IR1","Lvl","D","A","B","7","C","B","BrkFace",206,"TA","B","Gd","No","B",704,1271,"Good","A",1601,0,1601,2,3,"TA","7","Yes","Attchd","RFn",2,"478","Paved","A",157000,31,0,31,"No",2,"No",0,0
1101,30,"RL",60,8400,"Reg","Bnk","C","A","B","2","B","B","None",0,"TA","B","TA","No","B",290,290,"Good","B",438,0,438,1,1,"Fa","3","No","Detchd","Unf",1,"246","PartialNo","B",60000,89,30,59,"No",1,"No",10,0
1102,20,"RL",61,9758,"IR1","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","No","B",412,950,"Good","A",950,0,950,1,3,"TA","5","No","Detchd","Unf",1,"280","Paved","B",119500,36,0,36,"No",1,"No",10,0
1103,20,"RL",70,7000,"Reg","Lvl","C","A","B","5","B","B","BrkFace",45,"TA","B","TA","No","B",588,1010,"Excellent","A",1134,0,1134,1,2,"TA","6","No","Attchd","RFn",1,"254","Paved","B",135000,47,42,5,"No",1,"No",0,16
1104,20,"RL",79,8910,"Reg","Lvl","C","A","B","6","C","B","None",0,"TA","B","TA","Mn","B",655,655,"Excellent","A",1194,0,1194,1,3,"TA","6","Yes","BuiltIn","Fin",2,"539","Paved","B",159500,47,0,47,"No",1.5,"No",-5,192
1105,160,"RH",24,2016,"Reg","Lvl","A","B","C","5","B","B","BrkFace",304,"TA","B","TA","No","B",0,630,"Good","A",630,672,1302,2,3,"TA","6","No","Detchd","Unf",2,"440","Paved","B",106000,37,0,37,"Yes",2.5,"Yes",0,0
1106,60,"RL",98,12256,"IR1","Lvl","F","A","C","8","B","B","BrkFace",362,"Gd","A","Ex","Av","A",1032,1463,"Excellent","A",1500,1122,2622,2,3,"Gd","9","Yes","Attchd","RFn",2,"712","Paved","B",325000,16,1,15,"Yes",3.5,"Yes",0,218
1107,20,"RL",114,10357,"IR1","Lvl","D","A","B","7","B","B","None",0,"Gd","A","Gd","Mn","A",738,910,"Good","A",1442,0,1442,2,3,"Gd","6","Yes","Attchd","Fin",2,"719","Paved","B",179900,17,1,16,"No",3,"No",0,244
1108,60,"RL",168,23257,"IR2","HLS","D","A","C","7","D","C","None",0,"Gd","A","Ex","No","B",0,868,"Excellent","A",887,1134,2021,2,3,"Gd","9","Yes","BuiltIn","RFn",2,"422","Paved","C",274725,0,0,0,"Yes",2.5,"Yes",0,100
1109,60,"RL",62,8063,"Reg","Lvl","D","A","C","6","D","C","None",0,"TA","A","Gd","No","B",0,924,"Excellent","A",948,742,1690,2,3,"TA","7","Yes","Attchd","RFn",2,"463","Paved","B",181000,7,0,7,"Yes",2.5,"Yes",0,148
1110,20,"RL",107,11362,"IR1","Lvl","F","A","B","8","B","B","Stone",42,"Gd","A","Ex","Mn","A",1039,1836,"Excellent","A",1836,0,1836,2,3,"Gd","7","Yes","Attchd","Fin",3,"862","Paved","B",280000,5,1,4,"No",3,"No",0,310
1111,60,"RL",62,8000,"Reg","Lvl","D","A","C","6","B","B","None",0,"TA","A","Gd","No","A",219,773,"Good","A",773,885,1658,2,3,"TA","8","Yes","Attchd","Fin",2,"431","Paved","B",188000,13,1,12,"Yes",3.5,"Yes",0,308
1112,60,"RL",80,10480,"Reg","Lvl","D","A","C","7","C","B","BrkFace",660,"TA","B","TA","No","B",403,803,"Good","A",1098,866,1964,2,4,"TA","8","Yes","Attchd","RFn",2,"483","Paved","B",205000,32,0,32,"Yes",2.5,"Yes",0,69
1113,20,"RL",73,7100,"IR1","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","No","A",708,816,"Good","B",816,0,816,1,2,"TA","5","No","Detchd","Unf",1,"308","Paved","B",129900,49,0,49,"No",2,"No",0,0
1114,20,"RL",66,8923,"Reg","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","No","B",643,1008,"Good","A",1008,0,1008,1,2,"Gd","6","No","Attchd","Unf",1,"240","Paved","B",134500,54,53,1,"No",2,"No",0,18
1115,20,"RL",90,5400,"Reg","Lvl","B","A","B","5","B","B","None",0,"TA","B","TA","No","B",415,833,"Excellent","A",833,0,833,1,2,"Gd","4","No","Detchd","Unf",1,"326","Paved","B",117000,52,46,6,"No",1,"No",1,0
1116,20,"RL",93,12085,"Reg","Lvl","F","A","B","8","D","C","Stone",328,"Gd","A","Ex","No","A",1004,1734,"Excellent","A",1734,0,1734,2,3,"Ex","7","Yes","Attchd","RFn",3,"928","Paved","C",318000,0,0,0,"No",3,"No",0,0
1117,80,"RL",63,7750,"Reg","Lvl","D","A","B","8","D","C","None",0,"Gd","A","Gd","No","A",353,408,"Excellent","A",779,640,1419,2,3,"Gd","7","Yes","BuiltIn","Fin",2,"527","Paved","B",184100,7,0,7,"Yes",3.5,"Yes",0,120
1118,20,"RL",57,9764,"IR1","Lvl","C","A","B","5","D","C","None",0,"TA","B","TA","No","B",702,894,"Excellent","A",894,0,894,1,3,"Gd","5","No","Attchd","RFn",2,"450","Paved","B",130000,41,36,5,"No",2,"No",0,0
1119,80,"RL",85,13825,"Reg","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","No","B",0,533,"Good","A",1021,580,1601,1,3,"TA","6","No","BuiltIn","RFn",1,"300","Paved","B",140000,50,29,21,"Yes",1.5,"No",0,314
1120,20,"RL",70,7560,"Reg","Lvl","C","A","B","5","C","B","None",0,"TA","B","TA","No","B",369,1040,"Good","B",1040,0,1040,1,3,"TA","6","No","Attchd","RFn",1,"286","Paved","B",133700,47,0,47,"No",1,"No",0,392
1121,30,"RH",59,8263,"Reg","Bnk","A","A","B","6","C","B","None",0,"TA","B","TA","No","B",0,1012,"Good","B",1012,0,1012,1,2,"TA","6","Yes","Detchd","Unf",1,"308","Paved","B",118400,87,30,57,"No",1,"No",0,134
1122,20,"RL",84,10084,"Reg","Lvl","D","A","B","7","D","C","BrkFace",196,"Gd","A","Gd","Av","A",24,1552,"Excellent","A",1552,0,1552,2,3,"Gd","7","No","Attchd","RFn",3,"782","Paved","C",212900,1,1,0,"No",2,"No",0,164
1123,20,"RL",67,8926,"IR1","Lvl","B","A","B","4","A","A","None",0,"TA","B","TA","No","B",0,672,"Excellent","B",960,0,960,1,3,"TA","5","No","Basment","Unf",1,"288","Paved","A",112000,53,0,53,"No",1,"No",0,224
1124,20,"RL",50,9405,"Reg","Lvl","B","A","B","5","D","C","None",0,"TA","B","TA","No","B",0,698,"Excellent","A",698,0,698,1,2,"TA","4","No","No Garage","No Garage",0,"0","Paved","B",118000,62,61,1,"No",1.5,"No",3,200
1125,80,"RL",65,9125,"IR1","Lvl","D","A","B","7","B","B","BrkFace",170,"TA","A","Gd","No","B",0,384,"Good","A",812,670,1482,2,3,"Gd","7","Yes","Attchd","Fin",2,"392","Paved","B",163900,15,0,15,"Yes",2.5,"Yes",0,125
1126,20,"RL",60,10434,"Reg","Lvl","C","A","B","4","C","B","None",0,"TA","B","TA","No","B",0,1005,"Good","A",1005,0,1005,1,2,"Fa","5","Yes","Detchd","Unf",2,"672","Paved","B",115000,54,0,54,"No",1,"No",22,0
1127,120,"RL",53,3684,"Reg","Lvl","D","B","B","7","D","C","BrkFace",130,"Gd","A","Gd","No","B",0,1373,"Excellent","A",1555,0,1555,2,2,"Gd","7","Yes","Attchd","Fin",3,"660","Paved","B",174000,2,0,2,"No",2,"No",0,163
1128,20,"RL",182,14572,"IR2","Lvl","D","A","B","7","D","C","None",0,"Gd","A","Gd","Av","A",1300,1530,"Excellent","A",1530,0,1530,2,3,"Gd","7","Yes","Attchd","Fin",3,"630","Paved","B",259000,3,0,3,"No",3,"No",0,180
1129,60,"RL",59,11796,"IR1","Lvl","D","A","C","7","D","C","None",0,"Gd","A","Gd","Av","B",0,847,"Excellent","A",847,1112,1959,2,4,"Gd","8","Yes","BuiltIn","Fin",2,"434","Paved","B",215000,3,1,2,"Yes",2.5,"Yes",0,148
1130,90,"RH",60,7200,"Reg","Lvl","B","C","A","5","B","B","BrkFace",180,"TA","B","Gd","Gd","A",936,936,"Good","A",936,0,936,1,2,"TA","4","No","Detchd","Unf",2,"672","Paved","B",140000,27,0,27,"No",2,"No",0,49
1131,50,"RL",65,7804,"Reg","Lvl","C","A","A","4","B","B","None",0,"TA","B","TA","No","B",622,1122,"Good","A",1328,653,1981,2,4,"Gd","7","Yes","Detchd","Unf",2,"576","Paved","B",135000,81,22,59,"Yes",3,"No",53,475
1132,20,"RL",63,10712,"Reg","Lvl","C","A","B","5","B","B","None",0,"TA","A","Gd","Mn","B",212,974,"Good","A",974,0,974,1,3,"TA","5","No","No Garage","No Garage",0,"0","Paved","A",93500,16,1,15,"No",1,"No",1,28
1133,70,"RH",90,9900,"Reg","Lvl","B","A","C","6","B","B","None",0,"TA","B","TA","Mn","B",0,1008,"Good","A",1178,1032,2210,2,5,"Fa","8","No","Detchd","Unf",1,"205","PartialNo","B",117500,127,70,57,"Yes",2,"No",50,48
1134,60,"RL",80,9828,"IR1","Lvl","D","A","C","8","D","C","None",0,"Gd","A","Gd","No","A",584,1128,"Excellent","A",1142,878,2020,2,3,"Gd","8","Yes","Attchd","RFn",2,"466","Paved","B",239500,14,0,14,"Yes",2.5,"Yes",0,155
1135,60,"RL",57,8773,"IR1","HLS","D","A","C","6","D","C","None",0,"TA","A","Gd","Av","B",0,916,"Good","A",916,684,1600,2,3,"TA","7","Yes","Attchd","Fin",2,"460","Paved","B",169000,10,0,10,"Yes",2.5,"Yes",0,138
1136,30,"RH",60,6180,"Reg","Lvl","B","A","B","6","B","B","None",0,"TA","B","TA","No","B",0,960,"Good","A",986,0,986,1,2,"TA","5","Yes","Detchd","Unf",1,"180","Paved","B",102000,81,24,57,"No",1,"No",0,128
1137,50,"RL",80,9600,"Reg","Lvl","C","A","A","6","D","C","None",0,"TA","B","TA","No","B",280,1032,"Good","B",1032,220,1252,1,3,"TA","6","No","Attchd","Unf",1,"288","Paved","B",119000,58,0,58,"Yes",1,"No",0,96
1138,50,"RL",54,6342,"Reg","Lvl","C","A","A","5","D","C","None",0,"TA","B","TA","No","B",0,780,"Good","A",780,240,1020,1,2,"TA","6","No","No Garage","No Garage",0,"0","PartialNo","B",94000,135,121,14,"Yes",1,"No",99,176
1139,20,"RL",75,9819,"IR1","Lvl","C","A","B","6","C","B","None",0,"TA","A","TA","Gd","B",1567,1567,"Good","A",1567,0,1567,2,2,"Gd","5","Yes","Attchd","RFn",2,"714","Paved","B",196000,32,0,32,"No",3,"No",0,296
1140,30,"RL",98,8731,"IR1","Lvl","B","A","B","5","B","B","None",0,"TA","B","TA","No","B",645,915,"Good","A",1167,0,1167,1,3,"TA","6","Yes","Detchd","Unf",2,"495","Paved","B",144000,87,30,57,"No",1,"No",52,342
1141,20,"RL",60,7350,"Reg","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","Mn","B",852,952,"Good","A",952,0,952,1,2,"TA","4","No","Detchd","Unf",2,"840","Paved","A",139000,57,0,57,"No",2,"No",37,0
1142,60,"RL",80,10304,"IR1","Lvl","D","A","C","5","C","B","BrkFace",44,"TA","B","TA","No","B",381,780,"Excellent","A",1088,780,1868,2,4,"Gd","9","Yes","Attchd","Unf",2,"484","Paved","B",197500,33,0,33,"Yes",3.5,"Yes",0,544
1143,60,"RL",77,9965,"Reg","Lvl","D","A","C","8","D","C","Stone",340,"Gd","A","Ex","Gd","A",1150,1466,"Excellent","A",1466,1362,2828,3,4,"Gd","11","Yes","BuiltIn","RFn",3,"1052","Paved","C",424870,1,1,0,"Yes",4,"No",0,269
1144,20,"RL",74,9000,"Reg","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","No","A",288,1006,"Good","A",1006,0,1006,1,3,"TA","5","No","No Garage","No Garage",0,"0","Paved","B",80000,49,0,49,"No",1,"No",0,24
1145,190,"RL",60,12180,"Reg","Lvl","B","C","A","4","B","B","None",0,"TA","B","Gd","No","B",348,672,"Bad","B",672,252,924,1,2,"Fa","5","No","Detchd","Unf",1,"280","Paved","B",80000,69,9,60,"Yes",2,"No",0,0
1146,50,"RH",52,6240,"Reg","Lvl","B","A","A","5","B","B","None",0,"TA","B","TA","No","B",0,1042,"Excellent","A",1042,534,1576,1,3,"TA","8","Yes","Detchd","Unf",1,"225","Paved","B",149000,78,22,56,"Yes",1,"No",0,0
1147,20,"RL",75,11200,"Reg","Lvl","D","A","B","6","B","B","BrkFace",85,"Gd","B","Gd","No","A",1258,1298,"Good","A",1298,0,1298,2,3,"Gd","5","Yes","Attchd","Unf",2,"403","Paved","B",180000,21,0,21,"No",3,"No",0,191
1148,70,"RL",75,12000,"Reg","Bnk","D","A","C","7","B","B","None",0,"TA","B","TA","No","B",275,704,"Excellent","A",860,704,1564,1,3,"Fa","7","Yes","Attchd","Unf",1,"234","Paved","B",174500,68,9,59,"Yes",1.5,"Yes",0,0
1149,50,"RH",60,5700,"Reg","Lvl","B","A","A","7","B","B","None",0,"TA","A","TA","No","B",0,572,"Good","A",572,539,1111,1,2,"TA","5","Yes","Detchd","Unf",1,"288","Paved","B",116900,82,24,58,"Yes",1,"No",56,176
1150,70,"RH",50,9000,"Reg","Lvl","B","A","C","7","D","C","None",0,"TA","A","TA","No","B",624,650,"Excellent","A",832,650,1482,1,3,"TA","7","No","Detchd","Unf",2,"324","Paved","B",143000,89,68,21,"Yes",1.5,"No",10,0
1151,20,"RL",57,8280,"IR1","Lvl","C","A","B","6","C","B","None",0,"TA","B","TA","No","B",0,932,"Excellent","B",932,0,932,1,2,"Gd","4","Yes","Attchd","Unf",1,"306","Paved","B",124000,57,0,57,"No",1,"No",0,214
1152,20,"RL",134,17755,"Reg","Lvl","B","A","B","5","B","B","BrkFace",132,"TA","B","TA","No","B",176,1466,"Good","A",1466,0,1466,1,3,"Fa","6","Yes","Attchd","Fin",2,"528","Paved","B",149900,47,0,47,"No",1.5,"Yes",0,240
1153,20,"RL",90,14115,"IR1","Lvl","D","A","B","6","B","B","None",0,"TA","A","TA","No","B",296,1073,"Excellent","A",1811,0,1811,1,2,"Ex","6","Yes","Attchd","Fin",2,"470","Paved","B",230000,50,48,2,"No",1,"No",0,280
1154,30,"RH",52,5890,"Reg","Lvl","A","A","B","6","B","B","None",0,"Gd","B","TA","Av","B",538,816,"Excellent","A",816,0,816,1,2,"TA","5","No","Detchd","Unf",1,"432","Paved","B",120500,78,77,1,"No",1,"No",72,96
1155,60,"RL",85,13700,"IR1","Lvl","C","A","C","7","D","C","Stone",288,"TA","B","TA","Gd","B",454,864,"Good","A",902,918,1820,1,4,"Gd","8","Yes","Attchd","Unf",2,"492","Paved","B",201800,43,23,20,"Yes",2,"Yes",0,417
1156,20,"RL",90,10768,"IR1","Lvl","E","A","B","5","C","B","None",0,"Gd","B","Gd","Gd","B",1157,1437,"Good","A",1437,0,1437,2,3,"Gd","6","Yes","Attchd","RFn",2,"528","Paved","B",218000,31,28,3,"No",3,"No",0,201
1157,80,"RL",85,9350,"Reg","Lvl","C","A","B","5","C","B","None",0,"TA","A","TA","Gd","B",633,1219,"Good","A",1265,0,1265,2,3,"Gd","6","Yes","Attchd","RFn",2,"502","Paved","B",179900,43,34,9,"No",2.5,"No",0,188
1158,120,"RL",34,5001,"IR1","Lvl","F","C","B","7","D","C","Stone",166,"Gd","A","Gd","No","A",904,1314,"Excellent","A",1314,0,1314,2,2,"Gd","6","Yes","Attchd","RFn",2,"626","Paved","B",230000,2,1,1,"No",3,"No",1,234
1159,20,"RL",92,11932,"Reg","Lvl","E","A","B","8","D","C","Stone",186,"Gd","A","Gd","No","B",0,1580,"Excellent","A",1580,0,1580,2,3,"Gd","7","No","Attchd","RFn",3,"830","Paved","A",235128,1,1,0,"No",2,"No",1,24
1160,60,"RL",76,9120,"Reg","Lvl","D","A","C","6","B","B","BrkFace",270,"Gd","B","TA","No","B",442,901,"Good","A",943,933,1876,2,4,"Gd","8","Yes","Attchd","RFn",2,"540","Paved","B",185000,34,0,34,"Yes",2.5,"Yes",0,69
1161,160,"RL",24,2280,"Reg","Lvl","C","C","C","6","C","A","None",0,"TA","B","Gd","No","B",311,855,"Bad","A",855,601,1456,2,3,"TA","7","Yes","Attchd","Unf",2,"440","Paved","B",146000,32,0,32,"Yes",2.5,"Yes",0,26
1162,20,"RL",90,14778,"IR1","Low","D","A","B","6","B","B","BrkFace",72,"Gd","B","TA","No","B",728,1296,"Excellent","A",1640,0,1640,1,3,"Gd","7","Yes","Detchd","Unf",2,"924","Paved","B",224000,54,52,2,"No",2,"No",39,324
1163,20,"RL",109,8724,"Reg","Lvl","C","A","B","5","D","C","None",0,"TA","B","Gd","No","B",492,894,"Good","A",894,0,894,1,3,"TA","5","Yes","Attchd","Fin",2,"450","Paved","B",129000,39,0,39,"No",1,"No",0,0
1164,90,"RL",60,12900,"Reg","Lvl","C","C","A","4","C","B","None",0,"TA","B","Gd","Av","A",1198,1198,"Good","A",1258,0,1258,0,0,"TA","6","No","CarPort","Unf",2,"400","Paved","B",108959,39,0,39,"No",3,"Yes",0,120
1165,80,"RL",80,16157,"IR1","Lvl","E","A","B","5","C","B","None",0,"TA","A","Gd","Gd","B",680,1360,"Excellent","A",1432,0,1432,1,2,"Gd","5","Yes","Attchd","Unf",2,"588","Paved","B",194000,29,0,29,"No",2.5,"Yes",0,348
1166,20,"RL",79,9541,"IR1","Lvl","F","A","B","7","D","C","Stone",268,"Gd","A","Gd","No","B",0,1502,"Excellent","A",1502,0,1502,2,3,"Gd","7","No","Attchd","RFn",2,"644","Paved","C",233170,0,0,0,"No",2,"No",0,114
1167,20,"RL",64,10475,"IR1","Lvl","D","A","B","8","D","C","Stone",72,"Gd","A","Gd","Av","B",0,1694,"Excellent","A",1694,0,1694,2,3,"Gd","7","No","Attchd","RFn",3,"776","Paved","B",245350,2,0,2,"No",2,"No",0,193
1168,60,"RL",58,10852,"IR1","Lvl","D","A","C","6","D","C","None",0,"TA","A","Gd","No","A",786,959,"Excellent","A",959,712,1671,2,3,"TA","7","Yes","Attchd","Fin",2,"472","Paved","B",173000,6,0,6,"Yes",3.5,"Yes",0,38
1169,70,"RL",120,13728,"Reg","Lvl","B","A","C","6","B","B","None",0,"TA","B","TA","No","B",626,1127,"Excellent","A",1236,872,2108,2,4,"Gd","7","Yes","Basment","Unf",2,"540","Paved","B",235000,73,51,22,"Yes",2,"No",0,90
1170,60,"RL",118,35760,"IR1","Lvl","F","A","C","10","B","B","BrkFace",1378,"Gd","A","Ex","Gd","A",1387,1930,"Excellent","A",1831,1796,3627,3,4,"Gd","10","Yes","Attchd","Fin",3,"807","Paved","B",625000,11,1,10,"Yes",4.5,"Yes",0,437
1171,80,"RL",76,9880,"Reg","Lvl","C","A","B","6","C","B","None",0,"TA","B","TA","Av","B",522,1096,"Good","A",1118,0,1118,1,3,"TA","6","Yes","Attchd","Fin",1,"358","Paved","B",171000,31,0,31,"No",2,"No",0,203
1172,20,"RL",76,9120,"Reg","Lvl","C","A","B","6","B","B","None",0,"TA","B","TA","No","B",662,1261,"Excellent","A",1261,0,1261,1,3,"TA","6","Yes","Attchd","RFn",2,"433","Paved","B",163000,50,0,50,"No",2,"No",0,288
1173,160,"FV",35,4017,"IR1","Lvl","E","B","C","7","B","B","None",0,"Gd","A","Gd","No","B",0,625,"Excellent","A",625,625,1250,2,2,"Gd","5","No","Detchd","Fin",2,"625","Paved","B",171900,2,1,1,"Yes",2.5,"Yes",0,54
1174,50,"RL",138,18030,"IR1","Bnk","D","A","A","5","B","B","None",0,"TA","B","TA","No","B",152,1598,"Good","A",1636,971,3086,3,3,"Ex","12","Yes","No Garage","No Garage",0,"0","Paved","B",200500,61,48,13,"Yes",3,"No",4,122
1175,70,"RL",80,16560,"IR1","Lvl","D","A","C","6","B","B","None",0,"TA","B","Gd","No","B",503,952,"Good","A",1170,1175,2345,2,4,"TA","9","Yes","Detchd","Unf",2,"360","Paved","B",239000,74,18,56,"Yes",2.5,"Yes",0,0
1176,50,"RL",85,10678,"Reg","Lvl","F","A","A","8","B","B","BrkFace",337,"Gd","A","Gd","No","A",700,1683,"Excellent","A",2129,743,2872,2,4,"Gd","9","Yes","Attchd","Fin",2,"541","Paved","B",285000,15,8,7,"Yes",2.5,"Yes",0,33
1177,20,"RL",37,6951,"IR1","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","No","B",658,876,"Good","A",923,0,923,1,3,"TA","5","No","Attchd","Unf",1,"264","Paved","B",119500,24,1,23,"No",2,"No",0,362
1178,50,"RH",55,3950,"Reg","Bnk","B","A","A","6","B","B","None",0,"TA","B","TA","No","B",468,818,"Good","A",818,406,1224,1,3,"TA","5","No","Detchd","Unf",1,"210","PartialNo","B",115000,83,78,5,"Yes",1,"No",0,116
1179,50,"RL",54,7681,"IR1","Lvl","D","A","A","5","B","B","None",0,"TA","B","TA","No","B",0,731,"Excellent","A",820,523,1343,1,3,"TA","7","Yes","Detchd","Unf",1,"186","Paved","B",154900,88,29,59,"Yes",1.5,"Yes",0,294
1180,20,"RL",77,8335,"Reg","Lvl","B","A","B","5","B","B","None",0,"TA","B","TA","NoBasement","No Basement",0,0,"Good","A",1124,0,1124,1,3,"TA","5","Yes","No Garage","No Garage",0,"0","PartialNo","B",93000,52,0,52,"No",1,"No",0,226
1181,60,"RL",88,11170,"IR2","Lvl","E","A","C","7","B","B","None",0,"TA","B","Gd","No","B",1216,1216,"Excellent","A",1298,1216,2514,2,4,"TA","8","No","Attchd","Fin",2,"693","Paved","B",250000,16,1,15,"Yes",2.5,"Yes",0,0
1182,120,"RH",64,5587,"IR1","HLS","D","B","B","8","E","C","Stone",186,"Ex","A","Ex","Gd","A",1480,1600,"Excellent","A",1652,0,1652,2,2,"Gd","5","Yes","Attchd","Fin",2,"482","Paved","C",392500,0,0,0,"No",3.5,"No",0,368
1184,30,"RL",60,10800,"Reg","Lvl","B","A","B","5","B","B","None",0,"TA","B","TA","No","B",821,1120,"Excellent","A",1130,0,1130,1,2,"TA","5","Yes","Detchd","Unf",2,"720","Paved","B",120000,86,30,56,"No",2,"No",50,229
1185,20,"RL",50,35133,"Reg","Lvl","E","A","B","5","B","B","BrkFace",226,"TA","B","TA","Gd","B",1159,1572,"Good","A",1572,0,1572,1,3,"TA","5","Yes","2Types","RFn",3,"995","Paved","B",186700,44,0,44,"No",2.5,"Yes",0,526
1186,50,"RL",60,9738,"Reg","Lvl","B","A","A","5","A","A","None",0,"TA","B","TA","No","B",392,784,"Good","A",949,272,1221,1,4,"TA","7","No","Attchd","Unf",1,"392","Paved","B",104900,82,26,56,"Yes",2,"No",41,236
1187,190,"RL",107,10615,"IR1","Bnk","B","C","C","3","B","B","None",0,"TA","B","Fa","Mn","B",440,978,"Good","A",1014,685,1699,2,3,"TA","7","No","CarPort","Unf",2,"420","Paved","B",95000,109,70,39,"Yes",3,"No",20,74
1188,20,"RL",89,12461,"Reg","Lvl","F","A","B","8","E","B","None",0,"Gd","A","Gd","No","A",1456,1624,"Excellent","A",1624,0,1624,2,2,"Gd","5","Yes","Attchd","RFn",3,"757","Paved","B",262000,12,1,11,"No",3,"No",0,306
1189,60,"RL",68,8935,"IR1","Lvl","D","A","C","7","D","C","BrkFace",95,"Gd","A","Gd","No","B",0,831,"Excellent","A",831,829,1660,2,3,"Gd","7","No","Attchd","RFn",2,"493","Paved","B",195000,7,0,7,"Yes",2.5,"Yes",0,212
1190,60,"RL",60,7500,"Reg","Lvl","D","A","C","7","D","C","None",0,"TA","A","TA","No","B",0,994,"Good","A",1028,776,1804,2,3,"Gd","7","Yes","Attchd","Fin",2,"442","Paved","B",189000,11,0,11,"Yes",2.5,"Yes",0,200
1191,190,"RL",100,32463,"Reg","Low","C","C","B","4","B","B","Stone",149,"TA","B","TA","Av","B",1159,1249,"Excellent","A",1622,0,1622,1,3,"TA","7","Yes","2Types","Fin",4,"1356","Paved","B",168000,46,14,32,"No",2,"No",14,439
1192,160,"FV",24,2645,"Reg","Lvl","E","C","C","8","B","B","BrkFace",456,"Gd","A","Gd","No","B",0,776,"Excellent","A",764,677,1441,2,2,"Gd","5","No","Detchd","Unf",2,"492","Paved","B",174000,8,1,7,"Yes",2.5,"Yes",0,206
1193,50,"RH",60,9600,"Reg","Lvl","B","A","A","5","D","C","None",0,"TA","A","TA","Mn","B",0,702,"Good","A",842,630,1472,1,3,"Gd","6","No","Detchd","Unf",1,"250","PartialNo","B",125000,82,69,13,"Yes",1,"No",0,84
1194,120,"RH",32,4500,"Reg","Lvl","C","B","B","6","D","C","BrkFace",425,"TA","A","Ex","No","A",883,1224,"Excellent","A",1224,0,1224,2,2,"TA","5","No","Attchd","Fin",2,"402","Paved","B",165000,10,0,10,"No",3,"No",0,304
1195,60,"RL",80,9364,"Reg","Lvl","C","A","C","6","B","B","Stone",143,"TA","B","TA","No","B",371,663,"Good","A",663,689,1352,1,4,"TA","7","No","Attchd","Fin",1,"299","Paved","B",158000,41,0,41,"Yes",1.5,"Yes",0,415
1196,60,"RL",51,8029,"IR1","Lvl","D","A","C","6","D","C","None",0,"TA","A","Gd","No","B",0,728,"Excellent","A",728,728,1456,2,3,"Gd","8","No","Attchd","Fin",2,"400","Paved","B",176000,3,0,3,"Yes",2.5,"Yes",0,124
1197,60,"RL",58,14054,"IR1","Lvl","D","A","C","7","D","C","None",0,"Gd","A","Gd","Av","B",0,879,"Excellent","A",879,984,1863,2,4,"Gd","9","Yes","BuiltIn","Fin",3,"660","Paved","C",219210,0,0,0,"Yes",2.5,"Yes",0,117
1198,75,"RH",65,8850,"IR1","Bnk","B","A","A","7","B","B","None",0,"TA","B","TA","No","B",0,815,"Excellent","A",815,875,1690,1,3,"TA","7","Yes","Detchd","Unf",1,"225","Paved","C",144000,90,34,56,"Yes",1,"No",0,330
1199,20,"RL",70,9100,"Reg","Lvl","D","A","B","7","D","C","None",0,"Gd","A","Gd","No","B",0,1212,"Excellent","A",1212,0,1212,2,3,"Gd","6","No","Attchd","RFn",2,"573","Paved","B",178000,8,0,8,"No",2,"No",0,356
